AMI4;Vous souhaitez allier convivialité et détente ? Vacances directes vous présente le mobil-home Amical 4 places. Il vous permettra de vous ressourcer dans une ambiance intime et confortable... Amicalement vôtre !;"4 personnes
PAGO;Découvrez cet habitat climatisé, ingénieux entre tente et mobil-home, pour des vacances originales et ressourçantes.;"5 personnes
Recommandé : 2 adultes + 3 enfants.
Toléré : 5 adultes maxi. 

";"Surface : 25 m²

";"1 chambre avec lit double en 120, 1 chambre avec 2 lits simples superposés et 1 lit simple 80, chevet et penderie dans les 2 chambres. 

Kitchenette équipée d'une plaque de cuisson, évier, égouttoir, réfrigérateur, 1 placard haut et bas, salle d'eau avec douche, lavabo, WC.



";Eclairage, branchements électriques, chauffage. Eau courant chaude/froide. Climatisation, auvent extérieur, terrasse et salon de jardin.;0-7 ans;;;
RES4;Vous apprécierez ce mobil-home résidential avec sa terrasse couverte, et son équipement confortable pour des vacnaces réussies !;"4 personnes
Recommandé : 2 adultes + 2 enfants, bébé compris
Toléré : 4 adultes maxi.
Adulte : à partir de 14 ans
";"Surface hors terrasse : 21 m²
Longueur 7,92 m (dont 2,10 m de
terrasse couverte) x Largeur 3,90 m";"Chambre parents : 1 lit de
140x190 cm avec sommier à lattes
Chambre enfants : 2 lits de
70x190 cm avec sommiers à lattes,
1 lit superposé ou d’appoint (sauf
Domaine de Kermario,
Lou Broustaricq, Playa Joyel)
Pièce commune : coin cuisine
avec évier, chauffe-eau, gaz
4 feux, micro-ondes, réfrigérateur,
coin repas avec banquette
transformable en lit de 140x190 cm,
1 table et 2 tabourets
Sanitaire : salle de bains avec
lavabo et douche, WC séparé";"Intérieur : chauffage électrique,
2 bouteilles de gaz
Extérieur : lumière, salon de jardin
Electricité : 6 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)";0-7 ans;;Pas de place pour un lit bébé;
RES5;"Vous apprécierez le
confort et la tranquillité
du Résidential avec sa
terrasse couverte.";"
5 personnes
Recommandé : 2 adultes + 3 enfants
bébé compris
Toléré : 4 adultes maxi. + 1 enfant,
bébé compris sauf exception
(résidential 4 places)
Adulte : à partir de 14 ans
";"Surface hors terrasse : 21 m²
Longueur 7,92 m (dont 2,10 m de
terrasse couverte) x Largeur 3,90 m";"Chambre parents : 1 lit de
140x190 cm avec sommier à lattes
Chambre enfants : 2 lits de
70x190 cm avec sommiers à lattes,
1 lit superposé ou d’appoint (sauf
Domaine de Kermario,
Lou Broustaricq, Playa Joyel)
Pièce commune : coin cuisine
avec évier, chauffe-eau, gaz
4 feux, micro-ondes, réfrigérateur,
coin repas avec banquette
transformable en lit de 140x190 cm,
1 table et 2 tabourets
Sanitaire : salle de bains avec
lavabo et douche, WC séparé";"Intérieur : chauffage électrique,
2 bouteilles de gaz
Extérieur : lumière, salon de jardin
Electricité : 6 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)";"0-7 ans (sauf 7-12 ans :
Domaine de Kermario,
Lou Broustaricq, le Col Vert,
Domaines des Chênes Verts,
les Fontaines)";En fonction du camping, l’agencement peut être différent.;;
SPA6;"Avec ses trois chambres séparées, ce mobil-home vous permet d’accueillir toute votre famille et de profiter de l’espace de vie commun.
";"6personnes  Recommandé : 4 adultes + 2 enfants, bébé compris
Toléré : 6 adultes maxi 
Adulte : à partir de 14 ans
";"Surface : environ 31,5 m²
Longueur 7,92 m x Largeur 4 m";"Chambre parents : 1 lit de
140x190 cm avec sommier à lattes
 2 chambres enfants : 2 lits de
80x190 cm avec sommiers à lattes
par chambre (1 chambre avec 2 lits
superposés en Italie)
Pièce commune : coin cuisine
avec évier, chauffe-eau, gaz
4 feux, micro-ondes, combiné
réfrigérateur-congélateur,coin repas avec banquette
transformable en lit de 115x180 cm,
1 table et 4 chaises
Sanitaire : salle de bains avec
lavabo et douche, WC séparé (sauf
en Italie)";"Intérieur : chauffage électrique,
2 bouteilles de gaz
Extérieur : lumière, salon de
jardin, grand parasol non utilisable
à la plage
Electricité : 10 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)";"0-7 ans (sauf 7-12 ans : le Mas,
Parc de la Grenouillère, Camping
du Lac)";"En fonction du camping, l’agencement peut être différent.
Tous les hébergements ne sont pas équipés de terrasse";;
SPAL;Avec ses trois chambres séparées, ce mobil-home avec vue sur le lac, vous permet d’accueillir jusqu'à 6 personnes et de profiter d'un bel espace de vie !;"6personnes  Recommandé : 4 adultes + 2 enfants, bébé compris
Toléré : 6 adultes maxi 
Adulte : à partir de 14 ans
";"Surface : environ 31,5 m²
Longueur 7,92 m x Largeur 4 m";"Chambre parents : 1 lit de
140x190 cm avec sommier à lattes
 2 chambres enfants : 2 lits de
80x190 cm avec sommiers à lattes
par chambre (1 chambre avec 2 lits
superposés en Italie)
Pièce commune : coin cuisine
avec évier, chauffe-eau, gaz
4 feux, micro-ondes, combiné
réfrigérateur-congélateur,coin repas avec banquette
transformable en lit de 115x180 cm,
1 table et 4 chaises
Sanitaire : salle de bains avec
lavabo et douche, WC séparé (sauf
en Italie)";"Intérieur : chauffage électrique,
2 bouteilles de gaz
Extérieur : lumière, salon de
jardin, grand parasol non utilisable
à la plage
Electricité : 10 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)";0-7 ans;;;
SPA7;"Avec ses trois chambres séparées, ce mobil-home vous permet d’accueillir toute votre famille et de profiter de l’espace de vie commun.
";"7 personnes  Recommandé : 4 adultes + 3 enfants, bébé compris
Toléré : 6 adultes maxi. + 1 enfant,bébé compris sauf exceptions
(Spacial 6 places)
Adulte : à partir de 14 ans
";"Surface : environ 31,5 m²
Longueur 7,92 m x Largeur 4 m";"Chambre parents : 1 lit de
140x190 cm avec sommier à lattes
 2 chambres enfants : 2 lits de
80x190 cm avec sommiers à lattes
par chambre (1 chambre avec 2 lits
superposés en Italie)
Pièce commune : coin cuisine
avec évier, chauffe-eau, gaz
4 feux, micro-ondes, combiné
réfrigérateur-congélateur,coin repas avec banquette
transformable en lit de 115x180 cm,
1 table et 4 chaises
Sanitaire : salle de bains avec
lavabo et douche, WC séparé (sauf
en Italie)";"Intérieur : chauffage électrique,
2 bouteilles de gaz
Extérieur : lumière, salon de
jardin, grand parasol non utilisable
à la plage
Electricité : 10 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)";"0-7 ans (sauf 7-12 ans : le Mas,
Parc de la Grenouillère, Camping
du Lac)";"En fonction du camping, l’agencement peut être différent.
Tous les hébergements ne sont pas équipés de terrasse";;
STU;"Retrouvez ce studio cocoon pour 2 personnes, 
tout confort sur le Domaine
d’Anghione en Corse";2 personnes;Surface : 20 m²;"Séjour avec un canapé convertible
de 140 cm et coin cuisine.
Une salle d’eau avec toilettes.                     Studio climatisé";Kitchenette comprenant micro-onde, réfrigirateur avec freezer, cafetière, ustensiles de cuisine, plaques de cuisson. 1 salle d'eau avec toilette;0-7 ans;;;
STUC;"Retrouvez ces bungalows
tout confort sur le Domaine
d’Anghione en Corse";2-4 personnes;Surface : 20 m²;"Séjour avec un canapé convertible
de 140 cm et coin cuisine.
Une cabine avec 2 lits superposés
de 70 cm. Une salle d’eau avec
toilettes.                                                                Studio climatisé";Kitchenette comprenant micro-onde, réfrigirateur avec freezer, cafetière, ustensiles de cuisine, plaques de cuisson. 1 salle d'eau avec toilette;0-7 ans;;;
CANA;Spacieuce et confortable, la tente Canada est un hébergement qui allie originalité et simplicité. Profitez de vos vacances en plein cœur de la nature.;"5 personnes

";Surface : 20 m²;"Chambre parents :  lit de 140x190 cm 1 chambre enfants : 1 lit
superposé de 70x180 cm et 2 lits
de 70 x 180 cm (le lit superposé ne
convient pas aux enfants de moins
de 6 ans et de plus de 30 kg)                         Séjour : coin cuisine, gaz, réfrigérateur                            Terrasse  ";"Intérieur : 1 bouteille de gaz
Extérieur : lumière, salon de jardin
Electricité : 6 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention contraire)";0-7 ans;;"Hébergement sans arrivée
d’eau, sans sanitaire et
sans chauffage";
TECO;"Retour aux sources,
bien-être et décontraction
seront au rendez-vous des
vacances en Ecolodge !";"5 personnes
Recommandé : 2 adultes + 3 enfants, bébé compris
Toléré : 3 adultes maxi. + 2 enfants, bébé compris
Adulte : à partir de 14 ans
";"Surface :
19 m² + 10,5 m² de terrasse couverte Longueur (terrasse comprise)
7 m x Largeur 4,25 m";"Chambre parents : 1 lit de
140x190 cm et placard
1 chambre enfants : 1 lit
superposé de 70x180 cm et 2 lits
de 70 x 180 cm (le lit superposé ne
convient pas aux enfants de moins
de 6 ans et de plus de 30 kg)
Terrasse : coin cuisine, gaz,
micro-ondes, réfrigérateur";"Intérieur : 1 bouteille de gaz
Extérieur : lumière, salon de jardin
Electricité : 6 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention contraire)";0-7 ans;En fonction du camping, l’agencement peut être différent.;"Hébergement sans arrivée
d’eau, sans sanitaire et
sans chauffage";
TECL;Avec la vue sur le lac et cet hébergement tout confort, vivez les vacances à votre rythme, en toute quiétude !;5 personnes;"Surface :
19 m² + 10,5 m² de terrasse couverte Longueur (terrasse comprise)
7 m x Largeur 4,25 m";"Chambre parents : 1 lit de
140x190 cm et placard
1 chambre enfants : 1 lit
superposé de 70x180 cm et 2 lits
de 70 x 180 cm (le lit superposé ne
convient pas aux enfants de moins
de 6 ans et de plus de 30 kg)
Terrasse : coin cuisine, gaz,
micro-ondes, réfrigérateur";"Intérieur : 1 bouteille de gaz
Extérieur : lumière, salon de jardin
Electricité : 6 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention contraire)";0-7 ans;En fonction du camping, l’agencement peut être différent.;"Hébergement sans arrivée
d’eau, sans sanitaire et
sans chauffage";
TENM;Séjourner en tente Muscade c'est vivre confortablement au coeur de la nature, en toute liberté…;5 personnes;Surface : 16 m²;"Chambre parents : 1 lit de
140x190 cm
1 chambre enfants : 1 lit
superposé de 70x180 cm et 2 lits
de 70 x 180 cm (le lit superposé ne
convient pas aux enfants de moins
de 6 ans et de plus de 30 kg)
Séjour : coin cuisine, gaz,
micro-ondes, réfrigérateur                 Terrasse de 6 m² ";"Intérieur : 1 bouteille de gaz
Extérieur : lumière, salon de jardin
Electricité : 6 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention contraire)";0-7 ans;En fonction du camping, l’agencement peut être différent.;"Hébergement sans arrivée
d’eau, sans sanitaire et
sans chauffage";
TBIH;Rustique et confortable par excellence, plongez dans l'univers tout en bois du gîte Ty Bihan, pouvant accueillir jusqu'à 6 personnes. C'est le gage de vacances dépaysantes et réussies !;6 personnes;Surface : 64 m²;"Chambre parents :  1 lit de 140x190 cm (à l'étage.)
Chambre enfants : 2 lits de 90x190 cm (à l'étage)                                                                           La pièce commune comprend un coin cuisine avec lave-vaiselle, micro-ondes, réfrigérateur-congélateur, séjour avec canapé convertible 2 places 
Les sanitaires sont composés d'une salle d'eau et d'un WC séparé. 
Le chauffage est électrique et le gîte est équipé d'une télévision. 
Equipements extérieurs : terrasse et un salon de jardin. ";;;;;
TBRA;Les 90 m² de ce gîte, pouvant recevoir jusqu'à 7 personnes, vous charmeront. Vous y trouverez même une salle de bain privative, dans l'une des chambres. A ne pas manquer !;7 personnes;Surface : 90 m²;"Chambre parents : 1 lit de 140 x 190 cm (à l'étage) 
Chambre enfants : 3 lits de 90 x 190 cm avec salle d'eau privative (à l'étage)                            La pièce commune comprend un coin cuisine avec lave-vaisselle, micro-ondes, réfrigérateur-congélateur, séjour avec canapé convertible 2 places 
Les sanitaires sont composés d'une salle d'eau et d'un WC séparé à l'étage, WC au rez de chaussée. 
Le chauffage est électrique et le gîte est équipé d'une télévision. 
Equipements extérieurs : terrasse et un salon de jardin. ";;;;;
TCOZ;Sa véritable cheminée à l'ancienne et son charme fou vous émerveilleront. Ce gîte est idéalement conçu pour des vacances conviviales, en famille ou entre amis.;" 7 personnes
Recommandé : 4 adultes + 3 enfants, bébé compris
Toléré : 6 adultes maxi. + 1 enfant, bébé compris
Adulte : à partir de 14 ans
";Surface : 80 m²;"Chambre parents : 1 lit de 140 x 190 cm (à l'étage) 
Chambre enfants :  2 lits de 90 x 190 cm (à l'étage) 
Chambre palier :  2 lits de 90 x 190 cm (à l'étage)                                                                           La pièce commune comprend un coin cuisine avec lave-vaisselle, micro-ondes, réfrigérateur-congélateur, séjour avec 2 canapés dont un convertible 2 places, cheminée (bois fourni) 
Les sanitaires sont composés d'une salle d'eau et WC séparé au rez de chaussée. 
Le chauffage est électrique et le gîte est équipé d'une télévision. 
Equipements extérieurs : terrasse et un salon de jardin. ";;;;;
TDA1;Ce gîte, idéalement conçu pour accueillir jusqu'à 5 personnes, vous propose des vacances inoubliables, avec sa terrasse donnant directement sur un point d'eau, une situation à ne pas manquer.;"5 personnes
";Surface : 60 m²;"Chambre : 1 lit de 140 x 190 cm et 2 lits de 90 x 190 cm (à l'étage)                                                        La pièce commune comprend un coin cuisine avec lave-vaisselle, micro-ondes, réfrigérateur-congélateur, séjour avec canapé convertible 
Les sanitaires sont composés d'une salle d'eau et d'un WC séparé. 
Le chauffage est électrique et le gîte est équipé d'une télévision. 
Equipements extérieurs : terrasse et un salon de jardin. 
";;;;;
TDA2;Grand frère du Ty Daou 1, ce gîte peut recevoir jusqu'à 6 personnes. Ne manquez pas sa véritable cheminée à l'ancienne et son intérieur très bien équipé.;6 personnes;Surface : 64 m²;"Chambre parents : 1 lit de 140x190 cm à l'étage. 
Chambre palier : 3 lits de 90x190 cm à l'étage. La pièce commune comprend un coin cuisine avec lave-vaiselle, micro-ondes, réfrigérateur-congélateur, séjour avec canapé convertible, cheminée (bois fourni) 
Les sanitaires sont composés d'une salle d'eau et d'un WC séparé. 
Le chauffage est électrique et le chalet est équipé d'une télévision. 
Equipements extérieurs : terrasse et un salon de jardin. ";;;;;
TDIV;Jusqu'à 7 personnes peuvent passer un séjour dans ce magnifique gîte rénové. Le très grand salon est son réel point fort, sans oublier ses trois chambres.;7 personnes;Surface : 80 m²;" 2 chambres parents : 1 lit de 140x190 cm à l'étage. 
Chambre enfants :  1 lit de 90x190 cm               La pièce commune comprend un coin cuisine avec lave-vaiselle, micro-ondes, réfrigérateur-congélateur, séjour avec 2 canapés dont 1 convertible 2 places 
Les sanitaires sont composés d'une salle d'eau et d'un WC séparé à l'étage, 1 WC au rez de chaussée. 
Le chauffage est électrique et le gîte est équipé d'une télévision. 
Equipements extérieurs : terrasse et un salon de jardin. ";;;;;
TGOU;Dernier né des gîtes du Domaine de Kermario, retrouvez le Ty Gouzik, qui accueille jusqu'à 7 personnes ! Confort, détente, charme et repos seront au rendez-vous !;7 personnes;Surface : 83 m²;"Chambre parents : 1 lit de 140 x 190 cm (à l'étage) 
Chambre enfants :  2 lits de 90 x 190 cm et 2 lits superposés de 90 x190 cm (à l'étage)          La pièce commune comprend un coin cuisine avec lave-vaisselle, plaques de cuisson, four, micro-ondes, réfrigérateur, séjour avec canapé convertible 
Les sanitaires sont composés d'une salle d'eau à l'étage, WC au rez de chaussée. 
Le chauffage est électrique et le gîte est équipé d'une télévision. 
Equipements extérieurs : terrasse et un salon de jardin. ";;;;;
TGWE;Le plus grand des gîtes du Domaine de Kermario vous attend ! Avec sa cour privative fermée, sa capacité de 9 personnes et ses trois chambres, passez des vacances détente...;9 personnes;Surface : 130 m²;" 2 chambres parents : 1 lit de 140x190 cm à l'étage. 
Chambre enfants : 3 lit de 90x190 cm à l'étage La pièce commune comprend un coin cuisine avec lave-vaisselle, micro-ondes, réfrigérateur-congélateur, séjour avec 2 canapés dont un convertible 2 places 
Les sanitaires sont composés d'une salle de bain à l'étage et d'un WC au rez de chaussée. 
Le chauffage est électrique et le gîte est équipé d'une télévision. 
Equipements extérieurs : terrasse et un salon de jardin.  ";;;;;
TTOM;Très confortable et douillet, ce gîte peut accueillir jusqu'à 4 personnes. Le côté atypique de ce gîte est sans conteste sa mezzanine, qui permet d'accéder au niveau supérieur.;"4 personnes
Recommandé : 2 adultes + 2 enfants, bébé compris                                              Toléré : 2 adultes maxi. + 2 enfants, bébé compris Adulte : à partir de 14 ans
";Surface : 28 m²;"La chambre parents : 1 lit de 140x190 cm
Le couchage en mezzanine : 2 lits superposés de 90 x 190 cm (accès par échelle de meunier déconseillé aux enfants de - 6 ans)                     La pièce commune comprend un coin cuisine avec micro-ondes, réfrigérateur-congélateur, séjour avec banquette 
Les sanitaires sont composés d'une salle d'eau et d'un WC séparé. 
Le chauffage est électrique et le gîte est équipé d'une télévision. 
Equipements extérieurs : 2 terrasses et un salon de jardin. 
";;;;;
VAC5;Vous apprecierez la Vacanciale, par sa simplicité, son confort et sa terrasse couverte très pratique pour allier plein air et convivialité.;"5 personnes
Recommandé : 2 adultes + 3 enfants, bébé compris
Toléré : 4 adultes maxi. + 1 enfant, bébé compris
Adulte : à partir de 14 ans
";"Surface : Vacanciale 11 m²+ terrasse 9 m².Longueur 6,70 m x Largeur 3 m 
";" Chambre parents : 1 lit de
140x190 cm avec sommier
à lattes, penderie
 Chambre enfants : 2 lits
superposés de 70x180 cm avec
sommiers à lattes et lit gigogne
(le lit superposé ne convient pas
aux enfants de plus de 30 kg)";"Terrasse : cuisine avec
réfrigérateur, réchaud 2 feux avec
bouteille de gaz, micro-ondes
(sauf Playa Tropicana), meuble de
rangement 120x50 cm, salon de
jardin
Electricité : 220 V + prises
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)
";0-7 ans;En fonction du camping, l’agencement peut être différent.;Hébergement sans arrivée d’eau, sans sanitaires et sans chauffage;
VAM5;Vous apprecierez la Vacanciale située proche de la plage, équipée d'une terrasse couverte , alliant confort et simplicité.;"5 personnes
Recommandé : 2 adultes + 3 enfants, bébé compris
Toléré : 4 adultes maxi. + 1 enfant, bébé compris
Adulte : à partir de 14 ans
";"Surface : Vacanciale 11 m²+ terrasse 9 m².Longueur 6,70 m x Largeur 3 m 
";" Chambre parents : 1 lit de
140x190 cm avec sommier
à lattes, penderie
 Chambre enfants : 2 lits
superposés de 70x180 cm avec
sommiers à lattes et lit gigogne
(le lit superposé ne convient pas
aux enfants de plus de 30 kg)";"Terrasse : cuisine avec
réfrigérateur, réchaud 2 feux avec
bouteille de gaz, micro-ondes
(sauf Playa Tropicana), meuble de
rangement 120x50 cm, salon de
jardin
Electricité : 220 V + prises
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)
";0-7 ans;En fonction du camping, l’agencement peut être différent.;Hébergement sans arrivée d’eau, sans sanitaires et sans chauffage;
YOUR;Pour des vacances atypiques, profitez de cette tente traditionnelle mongole où le voyage et le dépaysement seront au rendez-vous;"4 personnes

";"Surface : 27 m²

";Composée d'une seule pièce meublée de 4 lits individuels, 1 armoire et 4 tabourets. Un coin cuisine est mis à disposition dans une tente à proximité.;;0-7 ans;;Hébergement sans arrivée d’eau, sans sanitaires, sans éléctricité et sans chauffage;
