1;de;argeles-mer-66;Argelès/Mer (66);;
1;en;argeles-mer-66;Argelès/Mer (66);;
1;fr;argeles-mer-66;Argelès/Mer (66);;
1;nl;argeles-mer-66;Argelès/Mer (66);;
2;de;le-grau-du-roi-30;Le Grau du Roi (30);;
2;en;le-grau-du-roi-30;Le Grau du Roi (30);;
2;fr;le-grau-du-roi-30;Le Grau du Roi (30);;
2;nl;le-grau-du-roi-30;Le Grau du Roi (30);;
3;de;palavas-les-flots-34;Palavas-les-Flots (34);;
3;en;palavas-les-flots-34;Palavas-les-Flots (34);;
3;fr;palavas-les-flots-34;Palavas-les-Flots (34);;
3;nl;palavas-les-flots-34;Palavas-les-Flots (34);;
4;de;les-eyzies-24;Les Eyzies (24);;
4;en;les-eyzies-24;Les Eyzies (24);;
4;fr;les-eyzies-24;Les Eyzies (24);;
4;nl;les-eyzies-24;Les Eyzies (24);;
5;de;vias-plage-34;Vias Plage (34);;
5;en;vias-plage-34;Vias Plage (34);;
5;fr;vias-plage-34;Vias Plage (34);;
5;nl;vias-plage-34;Vias Plage (34);;
6;de;ste-marie-la-mer-66;Ste Marie La Mer (66);;
6;en;ste-marie-la-mer-66;Ste Marie La Mer (66);;
6;fr;ste-marie-la-mer-66;Ste Marie La Mer (66);;
6;nl;ste-marie-la-mer-66;Ste Marie La Mer (66);;
7;de;torreilles-plage-66;Torreilles Plage (66);;
7;en;torreilles-plage-66;Torreilles Plage (66);;
7;fr;torreilles-plage-66;Torreilles Plage (66);;
7;nl;torreilles-plage-66;Torreilles Plage (66);;
8;de;serignan-34;Sérignan (34);;
8;en;serignan-34;Sérignan (34);;
8;fr;serignan-34;Sérignan (34);;
8;nl;serignan-34;Sérignan (34);;
9;de;meze-34;Mèze (34);;
9;en;meze-34;Mèze (34);;
9;fr;meze-34;Mèze (34);;
9;nl;meze-34;Mèze (34);;
10;de;gallargues-le-montueux-30;Gallargues le Montueux (30);;
10;en;gallargues-le-montueux-30;Gallargues le Montueux (30);;
10;fr;gallargues-le-montueux-30;Gallargues le Montueux (30);;
10;nl;gallargues-le-montueux-30;Gallargues le Montueux (30);;
11;de;curbans-05;Curbans (05);;
11;en;curbans-05;Curbans (05);;
11;fr;curbans-05;Curbans (05);;
11;nl;curbans-05;Curbans (05);;
12;de;castellane-04;Castellane (04);;
12;en;castellane-04;Castellane (04);;
12;fr;castellane-04;Castellane (04);;
12;nl;castellane-04;Castellane (04);;
13;de;hyeres-83;Hyères (83);;
13;en;hyeres-83;Hyères (83);;
13;fr;hyeres-83;Hyères (83);;
13;nl;hyeres-83;Hyères (83);;
14;de;grimaud-83;Grimaud (83);;
14;en;grimaud-83;Grimaud (83);;
14;fr;grimaud-83;Grimaud (83);;
14;nl;grimaud-83;Grimaud (83);;
15;de;antibes-06;Antibes (06);;
15;en;antibes-06;Antibes (06);;
15;fr;antibes-06;Antibes (06);;
15;nl;antibes-06;Antibes (06);;
16;de;canet-en-roussillon-66;Canet en Roussillon (66);;
16;en;canet-en-roussillon-66;Canet en Roussillon (66);;
16;fr;canet-en-roussillon-66;Canet en Roussillon (66);;
16;nl;canet-en-roussillon-66;Canet en Roussillon (66);;
17;de;le-barcares-66;Le Barcarès (66);;
17;en;le-barcares-66;Le Barcarès (66);;
17;fr;le-barcares-66;Le Barcarès (66);;
17;nl;le-barcares-66;Le Barcarès (66);;
18;de;fabrezan-11;Fabrezan (11);;
18;en;fabrezan-11;Fabrezan (11);;
18;fr;fabrezan-11;Fabrezan (11);;
18;nl;fabrezan-11;Fabrezan (11);;
19;de;agde-34;Agde (34);;
19;en;agde-34;Agde (34);;
19;fr;agde-34;Agde (34);;
19;nl;agde-34;Agde (34);;
20;de;lattes-34;Lattes (34);;
20;en;lattes-34;Lattes (34);;
20;fr;lattes-34;Lattes (34);;
20;nl;lattes-34;Lattes (34);;
21;de;nans-les-pins-83;Nans les Pins (83);;
21;en;nans-les-pins-83;Nans les Pins (83);;
21;fr;nans-les-pins-83;Nans les Pins (83);;
21;nl;nans-les-pins-83;Nans les Pins (83);;
22;de;albaron-arles-30;Albaron/Arles (30);;
22;en;albaron-arles-30;Albaron/Arles (30);;
22;fr;albaron-arles-30;Albaron/Arles (30);;
22;nl;albaron-arles-30;Albaron/Arles (30);;
23;de;la-mole-83;La Môle (83);;
23;en;la-mole-83;La Môle (83);;
23;fr;la-mole-83;La Môle (83);;
23;nl;la-mole-83;La Môle (83);;
24;de;st-laurent-du-verdon-04;St Laurent du Verdon (04);;
24;en;st-laurent-du-verdon-04;St Laurent du Verdon (04);;
24;fr;st-laurent-du-verdon-04;St Laurent du Verdon (04);;
24;nl;st-laurent-du-verdon-04;St Laurent du Verdon (04);;
25;de;l-estartit;L'Estartit;;
25;en;l-estartit;L'Estartit;;
25;fr;l-estartit;L'Estartit;;
25;nl;l-estartit;L'Estartit;;
26;de;pals;Pals;;
26;en;pals;Pals;;
26;fr;pals;Pals;;
26;nl;pals;Pals;;
27;de;calonge;Calonge;;
27;en;calonge;Calonge;;
27;fr;calonge;Calonge;;
27;nl;calonge;Calonge;;
28;de;la-noja;La Noja;;
28;en;la-noja;La Noja;;
28;fr;la-noja;La Noja;;
28;nl;la-noja;La Noja;;
29;de;castello-d-empuries;Castello d'Empuries;;
29;en;castello-d-empuries;Castello d'Empuries;;
29;fr;castello-d-empuries;Castello d'Empuries;;
29;nl;castello-d-empuries;Castello d'Empuries;;
30;de;palamos;Palamos;;
30;en;palamos;Palamos;;
30;fr;palamos;Palamos;;
30;nl;palamos;Palamos;;
31;de;blanes;Blanes;;
31;en;blanes;Blanes;;
31;fr;blanes;Blanes;;
31;nl;blanes;Blanes;;
32;de;vilanova;Vilanova;;
32;en;vilanova;Vilanova;;
32;fr;vilanova;Vilanova;;
32;nl;vilanova;Vilanova;;
33;de;mont-roig;Mont-Roig;;
33;en;mont-roig;Mont-Roig;;
33;fr;mont-roig;Mont-Roig;;
33;nl;mont-roig;Mont-Roig;;
34;de;amettla-de-mar;Amettla De Mar;;
34;en;amettla-de-mar;Amettla De Mar;;
34;fr;amettla-de-mar;Amettla De Mar;;
34;nl;amettla-de-mar;Amettla De Mar;;
35;de;alcossebre;Alcossebre;;
35;en;alcossebre;Alcossebre;;
35;fr;alcossebre;Alcossebre;;
35;nl;alcossebre;Alcossebre;;
36;de;grado;Grado;;
36;en;grado;Grado;;
36;fr;grado;Grado;;
36;nl;grado;Grado;;
37;de;sottomarina-di-chioggoa;Sottomarina di Chioggoa;;
37;en;sottomarina-di-chioggoa;Sottomarina di Chioggoa;;
37;fr;sottomarina-di-chioggoa;Sottomarina di Chioggoa;;
37;nl;sottomarina-di-chioggoa;Sottomarina di Chioggoa;;
38;de;lido-di-spina;Lido Di Spina;;
38;en;lido-di-spina;Lido Di Spina;;
38;fr;lido-di-spina;Lido Di Spina;;
38;nl;lido-di-spina;Lido Di Spina;;
39;de;cecina;Cecina;;
39;en;cecina;Cecina;;
39;fr;cecina;Cecina;;
39;nl;cecina;Cecina;;
40;de;st-paul-en-foret-83;St Paul en Forêt (83);;
40;en;st-paul-en-foret-83;St Paul en Forêt (83);;
40;fr;st-paul-en-foret-83;St Paul en Forêt (83);;
40;nl;st-paul-en-foret-83;St Paul en Forêt (83);;
41;de;la-roquette-sur-siagne-06;La Roquette Sur Siagne (06);;
41;en;la-roquette-sur-siagne-06;La Roquette Sur Siagne (06);;
41;fr;la-roquette-sur-siagne-06;La Roquette Sur Siagne (06);;
41;nl;la-roquette-sur-siagne-06;La Roquette Sur Siagne (06);;
42;de;ghisonaccia-20;Ghisonaccia (20);;
42;en;ghisonaccia-20;Ghisonaccia (20);;
42;fr;ghisonaccia-20;Ghisonaccia (20);;
42;nl;ghisonaccia-20;Ghisonaccia (20);;
43;de;porto-vecchio-20;Porto Vecchio (20);;
43;en;porto-vecchio-20;Porto Vecchio (20);;
43;fr;porto-vecchio-20;Porto Vecchio (20);;
43;nl;porto-vecchio-20;Porto Vecchio (20);;
44;de;san-vincenzo;San Vincenzo;;
44;en;san-vincenzo;San Vincenzo;;
44;fr;san-vincenzo;San Vincenzo;;
44;nl;san-vincenzo;San Vincenzo;;
45;de;castiglione-della-pescaia;Castiglione della Pescaia;;
45;en;castiglione-della-pescaia;Castiglione della Pescaia;;
45;fr;castiglione-della-pescaia;Castiglione della Pescaia;;
45;nl;castiglione-della-pescaia;Castiglione della Pescaia;;
46;de;beynat-19;Beynat (19);;
46;en;beynat-19;Beynat (19);;
46;fr;beynat-19;Beynat (19);;
46;nl;beynat-19;Beynat (19);;
47;de;saint-jean-de-monts-85;Saint Jean de Monts (85);;
47;en;saint-jean-de-monts-85;Saint Jean de Monts (85);;
47;fr;saint-jean-de-monts-85;Saint Jean de Monts (85);;
47;nl;saint-jean-de-monts-85;Saint Jean de Monts (85);;
48;de;erquy-22;Erquy (22);;
48;en;erquy-22;Erquy (22);;
48;fr;erquy-22;Erquy (22);;
48;nl;erquy-22;Erquy (22);;
49;de;calviac-en-perigord-24;Calviac en Périgord (24);;
49;en;calviac-en-perigord-24;Calviac en Périgord (24);;
49;fr;calviac-en-perigord-24;Calviac en Périgord (24);;
49;nl;calviac-en-perigord-24;Calviac en Périgord (24);;
50;de;benodet-29;Bénodet (29);;
50;en;benodet-29;Bénodet (29);;
50;fr;benodet-29;Bénodet (29);;
50;nl;benodet-29;Bénodet (29);;
51;de;nevez-29;Nevez (29);;
51;en;nevez-29;Nevez (29);;
51;fr;nevez-29;Nevez (29);;
51;nl;nevez-29;Nevez (29);;
52;de;murol-63;Murol (63);;
52;en;murol-63;Murol (63);;
52;fr;murol-63;Murol (63);;
52;nl;murol-63;Murol (63);;
53;de;quiberon-56;Quiberon (56);;
53;en;quiberon-56;Quiberon (56);;
53;fr;quiberon-56;Quiberon (56);;
53;nl;quiberon-56;Quiberon (56);;
54;de;st-martial-de-nabirat-24;St Martial de Nabirat (24);;
54;en;st-martial-de-nabirat-24;St Martial de Nabirat (24);;
54;fr;st-martial-de-nabirat-24;St Martial de Nabirat (24);;
54;nl;st-martial-de-nabirat-24;St Martial de Nabirat (24);;
55;de;le-palais-56;Le Palais (56);;
55;en;le-palais-56;Le Palais (56);;
55;fr;le-palais-56;Le Palais (56);;
55;nl;le-palais-56;Le Palais (56);;
56;de;souillac-46;Souillac (46);;
56;en;souillac-46;Souillac (46);;
56;fr;souillac-46;Souillac (46);;
56;nl;souillac-46;Souillac (46);;
57;de;penestin-56;Pénestin (56);;
57;en;penestin-56;Pénestin (56);;
57;fr;penestin-56;Pénestin (56);;
57;nl;penestin-56;Pénestin (56);;
58;de;la-baule-44;La Baule (44);;
58;en;la-baule-44;La Baule (44);;
58;fr;la-baule-44;La Baule (44);;
58;nl;la-baule-44;La Baule (44);;
59;de;ruynes-en-margeride-15;Ruynes en Margeride (15);;
59;en;ruynes-en-margeride-15;Ruynes en Margeride (15);;
59;fr;ruynes-en-margeride-15;Ruynes en Margeride (15);;
59;nl;ruynes-en-margeride-15;Ruynes en Margeride (15);;
60;de;guerande-44;Guérande (44);;
60;en;guerande-44;Guérande (44);;
60;fr;guerande-44;Guérande (44);;
60;nl;guerande-44;Guérande (44);;
61;de;pornic-44;Pornic (44);;
61;en;pornic-44;Pornic (44);;
61;fr;pornic-44;Pornic (44);;
61;nl;pornic-44;Pornic (44);;
62;de;canet-de-salars-12;Canet de Salars (12);;
62;en;canet-de-salars-12;Canet de Salars (12);;
62;fr;canet-de-salars-12;Canet de Salars (12);;
62;nl;canet-de-salars-12;Canet de Salars (12);;
63;de;saint-hilaire-de-riez-85;Saint Hilaire de Riez (85);;
63;en;saint-hilaire-de-riez-85;Saint Hilaire de Riez (85);;
63;fr;saint-hilaire-de-riez-85;Saint Hilaire de Riez (85);;
63;nl;saint-hilaire-de-riez-85;Saint Hilaire de Riez (85);;
64;de;saint-gilles-croix-de-vie-85;Saint Gilles Croix de Vie (85);;
64;en;saint-gilles-croix-de-vie-85;Saint Gilles Croix de Vie (85);;
64;fr;saint-gilles-croix-de-vie-85;Saint Gilles Croix de Vie (85);;
64;nl;saint-gilles-croix-de-vie-85;Saint Gilles Croix de Vie (85);;
65;de;brem-sur-mer-85;Brem sur Mer (85);;
65;en;brem-sur-mer-85;Brem sur Mer (85);;
65;fr;brem-sur-mer-85;Brem sur Mer (85);;
65;nl;brem-sur-mer-85;Brem sur Mer (85);;
66;de;isigny-sur-mer-14;Isigny sur Mer (14);;
66;en;isigny-sur-mer-14;Isigny sur Mer (14);;
66;fr;isigny-sur-mer-14;Isigny sur Mer (14);;
66;nl;isigny-sur-mer-14;Isigny sur Mer (14);;
67;de;chatillon-en-diois-26;Chatillon en Diois (26);;
67;en;chatillon-en-diois-26;Chatillon en Diois (26);;
67;fr;chatillon-en-diois-26;Chatillon en Diois (26);;
67;nl;chatillon-en-diois-26;Chatillon en Diois (26);;
68;de;vogue-gare-07;Vögue Gare (07);;
68;en;vogue-gare-07;Vögue Gare (07);;
68;fr;vogue-gare-07;Vögue Gare (07);;
68;nl;vogue-gare-07;Vögue Gare (07);;
69;de;lagorce-vallon-pont-d-arc-07;Lagorce-Vallon Pont d'Arc (07);;
69;en;lagorce-vallon-pont-d-arc-07;Lagorce-Vallon Pont d'Arc (07);;
69;fr;lagorce-vallon-pont-d-arc-07;Lagorce-Vallon Pont d'Arc (07);;
69;nl;lagorce-vallon-pont-d-arc-07;Lagorce-Vallon Pont d'Arc (07);;
70;de;vallon-pont-d-arc-07;Vallon Pont d'Arc (07);;
70;en;vallon-pont-d-arc-07;Vallon Pont d'Arc (07);;
70;fr;vallon-pont-d-arc-07;Vallon Pont d'Arc (07);;
70;nl;vallon-pont-d-arc-07;Vallon Pont d'Arc (07);;
71;de;jard-sur-mer-85;Jard sur Mer (85);;
71;en;jard-sur-mer-85;Jard sur Mer (85);;
71;fr;jard-sur-mer-85;Jard sur Mer (85);;
71;nl;jard-sur-mer-85;Jard sur Mer (85);;
72;de;la-tranche-sur-mer-85;La Tranche sur Mer (85);;
72;en;la-tranche-sur-mer-85;La Tranche sur Mer (85);;
72;fr;la-tranche-sur-mer-85;La Tranche sur Mer (85);;
72;nl;la-tranche-sur-mer-85;La Tranche sur Mer (85);;
73;de;patornay-39;Patornay (39);;
73;en;patornay-39;Patornay (39);;
73;fr;patornay-39;Patornay (39);;
73;nl;patornay-39;Patornay (39);;
74;de;suevres-41;Suèvres (41);;
74;en;suevres-41;Suèvres (41);;
74;fr;suevres-41;Suèvres (41);;
74;nl;suevres-41;Suèvres (41);;
75;de;ax-les-thermes-09;Ax les Thermes (09);;
75;en;ax-les-thermes-09;Ax les Thermes (09);;
75;fr;ax-les-thermes-09;Ax les Thermes (09);;
75;nl;ax-les-thermes-09;Ax les Thermes (09);;
76;de;thoux-32;Thoux (32);;
76;en;thoux-32;Thoux (32);;
76;fr;thoux-32;Thoux (32);;
76;nl;thoux-32;Thoux (32);;
77;de;olonne-sur-mer-85;Olonne sur Mer (85);;
77;en;olonne-sur-mer-85;Olonne sur Mer (85);;
77;fr;olonne-sur-mer-85;Olonne sur Mer (85);;
77;nl;olonne-sur-mer-85;Olonne sur Mer (85);;
78;de;ruoms-07;Ruoms (07);;
78;en;ruoms-07;Ruoms (07);;
78;fr;ruoms-07;Ruoms (07);;
78;nl;ruoms-07;Ruoms (07);;
79;de;talmont-saint-hilaire-85;Talmont Saint Hilaire (85);;
79;en;talmont-saint-hilaire-85;Talmont Saint Hilaire (85);;
79;fr;talmont-saint-hilaire-85;Talmont Saint Hilaire (85);;
79;nl;talmont-saint-hilaire-85;Talmont Saint Hilaire (85);;
80;de;lathuile-74;Lathuile (74);;
80;en;lathuile-74;Lathuile (74);;
80;fr;lathuile-74;Lathuile (74);;
80;nl;lathuile-74;Lathuile (74);;
81;de;doussard-74;Doussard (74);;
81;en;doussard-74;Doussard (74);;
81;fr;doussard-74;Doussard (74);;
81;nl;doussard-74;Doussard (74);;
82;de;wattwiller-68;Wattwiller (68);;
82;en;wattwiller-68;Wattwiller (68);;
82;fr;wattwiller-68;Wattwiller (68);;
82;nl;wattwiller-68;Wattwiller (68);;
83;de;puilboreau-17;Puilboreau (17);;
83;en;puilboreau-17;Puilboreau (17);;
83;fr;puilboreau-17;Puilboreau (17);;
83;nl;puilboreau-17;Puilboreau (17);;
84;de;saint-denis-d-oleron-17;Saint Denis d'Oléron (17);;
84;en;saint-denis-d-oleron-17;Saint Denis d'Oléron (17);;
84;fr;saint-denis-d-oleron-17;Saint Denis d'Oléron (17);;
84;nl;saint-denis-d-oleron-17;Saint Denis d'Oléron (17);;
85;de;saint-georges-d-oleron-17;Saint Georges d'Oléron (17);;
85;en;saint-georges-d-oleron-17;Saint Georges d'Oléron (17);;
85;fr;saint-georges-d-oleron-17;Saint Georges d'Oléron (17);;
